unit_id	image_name	source_molecule_id	row_index	unit_index	atoms	atom_count	bounds_x	bounds_y	bounds_w	bounds_h
p005-u082	page-005.jpg	img5-m80	11	82	e:1 c:1 h:2 e:1 f:1 f:1 j:1	7	727	2696	85	68
p005-u083	page-005.jpg	img5-m85	11	83	e:1 g:1 e:1 e:1 h:1	5	844	2728	84	51
p005-u084	page-005.jpg	img5-m83	11	84	e:1 c:1 h:2 e:1 f:1 f:1 j:1 c:1 f:1 i:1 d:1	11	976	2717	166	62
p005-u085	page-005.jpg	img5-m89	11	85	n:1 e:1 g:1 e:1	4	1184	2711	64	55
p005-u086	page-005.jpg	img5-m88	11	86	e:1 f:1 f:1 i:1 d:1	5	1261	2718	76	45
p005-u087	page-005.jpg	img5-m84	11	87	e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1	8	1377	2720	113	44
p005-u088	page-005.jpg	img5-m86	11	88	c:1 f:1 j:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1	12	1664	2694	235	62
p005-u089	page-005.jpg	img5-m81	11	89	e:1 e:1 e:1 h:1	4	2016	2701	68	50
p005-u090	page-005.jpg	img5-m97	12	90	c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1	8	488	2771	117	92
p005-u091	page-005.jpg	img5-m94	12	91	e:1 g:1 e:1 e:1 h:1	5	656	2813	81	50
p005-u092	page-005.jpg	img5-m95	12	92	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	769	2790	112	52
p005-u093	page-005.jpg	img5-m90	12	93	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 d:1	12	943	2779	164	71
p005-u094	page-005.jpg	img5-m99	12	94	e:1 h:1 c:1 f:1 i:1 d:1	6	1160	2807	90	73
p005-u095	page-005.jpg	img5-m98	12	95	e:1 f:1 f:1 i:1 d:1	5	1291	2800	71	55
p005-u096	page-005.jpg	img5-m96	12	96	e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1	8	1393	2797	114	51
p005-u097	page-005.jpg	img5-m91	12	97	e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1	9	1641	2785	155	46
p005-u098	page-005.jpg	img5-m93	12	98	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1	11	1850	2741	145	96
p005-u099	page-005.jpg	img5-m92	12	99	e:1 g:1 e:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 h:1 e:1 i:1 d:1 e:1 f:1 f:1 j:1	18	2047	2735	281	97
p005-u100	page-005.jpg	img5-m101	13	100	n:1 e:1 g:1 e:1 c:1	5	493	2864	87	61
p005-u101	page-005.jpg	img5-m102	13	101	e:1 h:1 a:1 b:1 c:1 a:1 e:1 e:1 e:1 h:1	10	621	2856	146	98
p005-u102	page-005.jpg	img5-m103	13	102	e:1 g:1 e:1 e:1 e:1 h:1	6	824	2906	116	51
p005-u103	page-005.jpg	img5-m100	13	103	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	986	2885	143	49
p005-u104	page-005.jpg	img5-m104	13	104	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	13	1186	2878	182	84
p006-u001	page-006.jpg	img6-m1	1	1	a:1 b:1 c:1 a:1 c:1 c:1 k:1 f:1 i:1 d:1	10	750	596	151	118
p006-u002	page-006.jpg	img6-m3	1	2	e:1 g:1 e:1 e:1 c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	19	940	604	299	132
p006-u003	page-006.jpg	img6-m6	1	3	c:1 a:1 e:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1	22	1297	664	384	88
p006-u004	page-006.jpg	img6-m7	1	4	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	1719	705	129	48
p006-u005	page-006.jpg	img6-m8	1	5	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 n:1 e:1 g:1 e:1	13	2099	720	205	58
p006-u006	page-006.jpg	img6-m2	1	6	a:1 m:1 c:1 a:1 e:1 h:1	6	2310	688	84	109
p006-u007	page-006.jpg	img6-m4	2	7	a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1	8	746	717	110	78
p006-u008	page-006.jpg	img6-m5	2	8	a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1	9	882	719	127	108
p006-u009	page-006.jpg	img6-m9	2	9	n:1 e:1 g:1 e:1 c:1 n:1 e:1 g:1 e:1	9	1052	752	171	63
p006-u010	page-006.jpg	img6-m12	2	10	c:1 f:1 j:1	3	1231	795	51	34
p006-u011	page-006.jpg	img6-m10	2	11	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 j:1 c:1 e:1 e:1 e:1 e:1 i:1 d:1	21	1327	750	410	113
p006-u012	page-006.jpg	img6-m11	2	12	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1	10	1776	762	131	92
p006-u013	page-006.jpg	img6-m14	2	13	e:1 g:1 e:1 c:1 e:1 i:1 d:1	7	2072	805	145	40
p006-u014	page-006.jpg	img6-m13	2	14	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	2253	802	146	44
p006-u015	page-006.jpg	img6-m15	3	15	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1	10	748	808	169	98
p006-u016	page-006.jpg	img6-m17	3	16	e:1 g:1 e:1 c:1 e:1 i:1 d:1	7	974	841	144	43
p006-u017	page-006.jpg	img6-m16	3	17	f:1 j:1 n:1 e:1 g:1 e:1 e:1 h:1	8	1162	847	131	76
p006-u018	page-006.jpg	img6-m21	3	18	e:1 g:1 e:1 c:1 f:1 j:1	6	1359	874	119	34
p006-u019	page-006.jpg	img6-m20	3	19	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1	9	1505	852	152	74
p006-u020	page-006.jpg	img6-m19	3	20	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1	13	1701	853	219	47
p006-u021	page-006.jpg	img6-m22	3	21	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	13	2037	851	202	91
p006-u022	page-006.jpg	img6-m18	3	22	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	2270	868	142	46
p006-u023	page-006.jpg	img6-m23	4	23	n:1 e:1 g:1 e:1 c:1	5	753	896	89	54
p006-u024	page-006.jpg	img6-m24	4	24	e:1 g:1 e:1 c:1 f:1 j:1 c:1	7	885	927	137	34
p006-u025	page-006.jpg	img6-m25	4	25	e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	8	1061	914	148	48
p006-u026	page-006.jpg	img6-m26	4	26	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	13	1267	912	242	55
p006-u027	page-006.jpg	img6-m27	5	27	a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	11	645	2123	169	138
p006-u028	page-006.jpg	img6-m30	5	28	n:1 e:1 g:1 e:1 e:1 h:1	6	856	2211	90	89
p006-u029	page-006.jpg	img6-m28	5	29	e:1 c:1 h:2 e:1 l:1 f:1 k:1 f:1 i:1 d:1	10	998	2229	167	49
p006-u030	page-006.jpg	img6-m33	5	30	e:1 g:1 e:1 e:1 a:1 b:1 c:1 a:1 g:1 c:1 e:1 h:1	12	1207	2225	178	91
p006-u031	page-006.jpg	img6-m31	5	31	e:1 i:1 d:1 n:1 e:1 g:1 e:1	7	1806	2251	114	53
p006-u032	page-006.jpg	img6-m35	5	32	e:1 e:1 h:1	3	1935	2279	45	50
p006-u033	page-006.jpg	img6-m32	5	33	e:1 c:1 h:2 c:1 f:1 i:1 d:1	7	2039	2249	87	50
p006-u034	page-006.jpg	img6-m34	5	34	e:1 g:1 e:1 c:1 f:1 j:1	6	2148	2263	103	34
p006-u035	page-006.jpg	img6-m29	5	35	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	2275	2240	137	45
p006-u036	page-006.jpg	img6-m36	6	36	e:1 c:1 h:2 c:1 f:1 i:1 d:1	7	643	2286	91	51
p006-u037	page-006.jpg	img6-m38	6	37	e:1 g:1 e:1 c:1 f:1 j:1	6	771	2313	111	35
p006-u038	page-006.jpg	img6-m39	6	38	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	936	2302	115	52
p006-u039	page-006.jpg	img6-m40	6	39	e:1 g:1 e:1 c:1 f:1 j:1	6	1093	2337	113	34
p006-u040	page-006.jpg	img6-m37	6	40	a:1 b:1 c:1 a:1 e:1 c:1 f:1 j:1	8	1255	2297	114	79
p006-u041	page-006.jpg	img6-m42	6	41	e:1 g:1 e:1 e:1 h:1	5	1412	2352	85	50
p006-u042	page-006.jpg	img6-m44	6	42	e:1 g:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1	10	1536	2308	127	95
p006-u043	page-006.jpg	img6-m41	6	43	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	1776	2345	159	49
p006-u044	page-006.jpg	img6-m45	6	44	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	12	1985	2314	221	68
p006-u045	page-006.jpg	img6-m43	6	45	e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1	8	2238	2318	121	57
p006-u046	page-006.jpg	img6-m46	7	46	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	636	2372	140	44
p006-u047	page-006.jpg	img6-m47	7	47	e:1 g:1 e:1 c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1	14	812	2354	276	102
p006-u048	page-006.jpg	img6-m48	7	48	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 e:1 e:1 e:1 h:1	13	1129	2373	244	103
p006-u049	page-006.jpg	img6-m50	7	49	e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 c:1 e:1 i:1 d:1	13	1429	2392	250	60
p006-u050	page-006.jpg	img6-m51	7	50	e:1 g:1 e:1 e:1 e:1 e:1 i:1 d:1	8	1777	2404	168	50
p006-u051	page-006.jpg	img6-m52	7	51	e:1 g:1 e:1 e:1 i:1 d:1	6	2004	2396	102	57
p006-u052	page-006.jpg	img6-m49	7	52	e:1 g:1 e:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1	10	2145	2403	212	46
p006-u053	page-006.jpg	img6-m53	8	53	e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 c:1 f:1 n:1 c:2 g:1 e:1 e:1	15	631	2431	276	65
p006-u054	page-006.jpg	img6-m55	8	54	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	974	2468	131	43
p006-u055	page-006.jpg	img6-m56	8	55	e:1 g:1 e:1 e:1 c:1 f:1 j:1	7	1170	2493	138	34
p006-u056	page-006.jpg	img6-m57	8	56	e:1 g:1 e:1 c:1 f:1 j:1	6	1359	2498	123	34
p006-u057	page-006.jpg	img6-m54	8	57	e:1 c:1 h:2 c:1 f:1 j:1 c:1 e:1 c:1 h:2 e:1 h:1	12	1522	2481	191	76
p007-u001	page-007.jpg	img7-m2	1	1	a:1 m:1 c:1 a:1 n:1 c:2 g:1 e:1 e:1 c:1 e:1 i:1 d:1	13	385	547	207	93
p007-u002	page-007.jpg	img7-m4	1	2	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 f:1 f:1 j:1	14	623	527	159	143
p007-u003	page-007.jpg	img7-m5	1	3	c:2 e:1 c:1 f:1 j:1	5	834	592	110	34
p007-u004	page-007.jpg	img7-m1	1	4	e:1 a:1 c:2 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1	11	990	529	144	88
p007-u005	page-007.jpg	img7-m3	1	5	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 c:1 h:1 e:1 i:1 c:1 h:1	14	1176	555	164	76
p007-u006	page-007.jpg	img7-m10	2	6	e:1 h:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	10	407	654	165	82
p007-u007	page-007.jpg	img7-m9	2	7	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	603	653	122	49
p007-u008	page-007.jpg	img7-m6	2	8	e:1 c:2 h:2 e:1 f:1 f:1 i:1 c:2 h:1	9	759	652	109	68
p007-u009	page-007.jpg	img7-m7	2	9	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:1 h:1	17	916	629	259	106
p007-u010	page-007.jpg	img7-m8	2	10	e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:2 h:1	9	1214	653	123	56
p007-u011	page-007.jpg	img7-m15	3	11	c:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	8	407	723	162	66
p007-u012	page-007.jpg	img7-m13	3	12	a:1 m:1 c:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	11	611	726	222	103
p007-u013	page-007.jpg	img7-m14	3	13	c:2 g:1 e:1 c:1 f:1 j:1	6	882	749	122	34
p007-u014	page-007.jpg	img7-m12	3	14	e:1 c:2 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	1062	717	139	52
p007-u015	page-007.jpg	img7-m11	3	15	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	10	1240	702	106	85
p007-u016	page-007.jpg	img7-m18	4	16	e:1 i:1 d:1 c:2 g:1 e:1 e:1 c:2 h:1	9	382	822	179	54
p007-u017	page-007.jpg	img7-m21	4	17	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	622	805	114	54
p007-u018	page-007.jpg	img7-m20	4	18	e:1 g:1 e:1 e:1 f:1 f:1 j:1	7	767	822	115	34
p007-u019	page-007.jpg	img7-m19	4	19	e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:1 h:1	9	925	797	126	74
p007-u020	page-007.jpg	img7-m17	4	20	e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:1 h:1	9	1081	790	138	58
p007-u021	page-007.jpg	img7-m16	4	21	e:1 g:1 e:1 c:1	4	1259	811	90	24
p007-u022	page-007.jpg	img7-m25	5	22	a:1 m:1 c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1	10	401	865	171	101
p007-u023	page-007.jpg	img7-m24	5	23	e:1 g:1 e:1 c:1 f:1 j:1 c:1 f:1 j:1 e:1 h:1	11	635	898	217	43
p007-u024	page-007.jpg	img7-m23	5	24	e:1 i:1 d:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:2 h:1	12	892	866	204	73
p007-u025	page-007.jpg	img7-m22	5	25	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1	11	1138	859	158	59
p007-u026	page-007.jpg	img7-m29	6	26	e:1 h:1 e:1 g:1 e:1 a:1 c:2 b:1 c:2 a:1 e:1 f:1 k:1 f:1 i:1 d:1	16	412	940	244	108
p007-u027	page-007.jpg	img7-m28	6	27	c:2 g:1 e:1 c:1 f:1 i:1 d:1	7	704	949	130	58
p007-u028	page-007.jpg	img7-m26	6	28	c:2 a:1 m:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	12	865	930	177	77
p007-u029	page-007.jpg	img7-m27	6	29	c:1 a:1 e:1 b:1 c:1 a:1 e:1 f:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 c:1 h:1	19	1091	925	230	69
p007-u030	page-007.jpg	img7-m34	7	30	c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 j:1	12	418	1025	164	70
p007-u031	page-007.jpg	img7-m33	7	31	a:1 m:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	12	606	1037	226	80
p007-u032	page-007.jpg	img7-m32	7	32	e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	8	869	1038	122	61
p007-u033	page-007.jpg	img7-m31	7	33	n:1 e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	9	1027	1018	121	71
p007-u034	page-007.jpg	img7-m30	7	34	e:1 c:2 h:2 e:1 f:1 f:1 i:1 c:1 h:1 c:1	10	1178	1011	134	77
p007-u035	page-007.jpg	img7-m39	8	35	e:1 h:1 n:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	11	419	1112	181	72
p007-u036	page-007.jpg	img7-m38	8	36	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	648	1106	125	50
p007-u037	page-007.jpg	img7-m36	8	37	e:1 g:1 e:1 c:1 f:1 j:1	6	814	1118	126	34
p007-u038	page-007.jpg	img7-m37	8	38	c:1 a:1 b:1 c:1 a:1 e:1 h:1	7	1019	1082	96	88
p007-u039	page-007.jpg	img7-m35	8	39	e:1 c:1 h:2 e:1 f:1 e:1 i:1 c:1 h:1 c:1	10	1156	1100	127	77
p007-u040	page-007.jpg	img7-m44	9	40	n:1 e:1 g:1 e:1 c:1	5	417	1180	99	53
p007-u041	page-007.jpg	img7-m42	9	41	e:1 f:1 c:1 f:1 i:1 d:1	6	567	1173	87	65
p007-u042	page-007.jpg	img7-m43	9	42	n:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 c:1 h:1	17	690	1177	266	69
p007-u043	page-007.jpg	img7-m40	9	43	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 c:1	13	998	1159	203	64
p007-u044	page-007.jpg	img7-m41	9	44	c:1 f:1 j:1	3	1235	1196	49	34
p007-u045	page-007.jpg	img7-m46	10	45	e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1	10	393	1247	162	74
p007-u046	page-007.jpg	img7-m47	10	46	e:1 g:1 e:1 c:1 f:1 j:1	6	580	1280	111	34
p007-u047	page-007.jpg	img7-m45	10	47	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 c:2 h:1	13	710	1241	163	84
p007-u048	page-007.jpg	img7-m48	11	48	a:1 m:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1	13	347	1594	214	120
p007-u049	page-007.jpg	img7-m50	11	49	n:1 e:1 g:1 e:1 c:1 f:1 j:1	7	600	1650	119	65
p007-u050	page-007.jpg	img7-m49	11	50	e:1 i:1 d:1 c:1 f:1 j:1 e:1 i:1 d:1	9	765	1642	142	78
p007-u051	page-007.jpg	img7-m51	11	51	n:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1	8	956	1658	139	66
p007-u052	page-007.jpg	img7-m52	11	52	n:1 e:1 g:1 e:1 e:1 e:1 h:1	7	1120	1664	120	79
p007-u053	page-007.jpg	img7-m55	12	53	c:1 a:1 b:1 c:1 a:1 c:1 e:1 c:2 h:2 e:1 f:1 k:1 f:1 i:1 d:1	15	396	1717	244	68
p007-u054	page-007.jpg	img7-m54	12	54	a:1 m:1 c:1 a:1 b:1 a:1 c:2 e:1 g:1 e:1 c:1 f:1 i:1 d:1	14	691	1723	248	77
p007-u055	page-007.jpg	img7-m53	12	55	a:1 m:1 c:1 e:1 i:1 d:1 c:2 g:1 e:1 c:1 e:1 c:2 h:2 e:1 f:1 f:1 i:1 c:2 h:1	19	971	1740	299	80
p007-u056	page-007.jpg	img7-m56	12	56	c:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	11	1305	1727	144	92
p007-u057	page-007.jpg	img7-m58	13	57	a:1 m:1 c:1 a:1 b:1 c:1 a:1 e:1 e:1 e:1 h:1	11	389	1793	176	90
p007-u058	page-007.jpg	img7-m59	13	58	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 n:1 e:1 g:1 e:1 e:1 e:1 h:1	15	590	1798	251	102
p007-u059	page-007.jpg	img7-m60	13	59	a:1 m:1 c:1 a:1 b:1 c:1 a:1 c:1 e:1 c:1 h:2 e:1 h:1	13	869	1795	209	99
p007-u060	page-007.jpg	img7-m57	13	60	a:1 m:1 c:1 a:1 b:1 c:1 a:1 n:1 c:2 g:1 e:1 e:1 e:1 h:1	14	1102	1798	249	92
p007-u061	page-007.jpg	img7-m61	13	61	e:1 g:1 e:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1	10	1389	1811	183	73
p007-u062	page-007.jpg	img7-m63	14	62	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	399	1870	126	51
p007-u063	page-007.jpg	img7-m64	14	63	a:1 m:1 c:1 e:1 c:2 h:2 e:1 f:1 l:1 f:1 i:1 d:1	12	550	1883	168	78
p007-u064	page-007.jpg	img7-m65	14	64	c:1 a:1 b:1 c:1 a:1 e:1 e:1 e:1 h:1	9	763	1868	139	75
p007-u065	page-007.jpg	img7-m62	14	65	a:1 m:1 c:1 a:1 b:1 a:1 c:2 e:1 e:1 e:1 h:1	11	938	1866	191	96
p007-u066	page-007.jpg	img7-m66	15	66	a:1 m:1 c:1 a:1 n:1 e:1 g:1 e:1 e:1 c:1 e:1 f:1 f:1 i:1 d:1 c:1 f:1 i:1 c:1 h:1	20	382	1941	335	127
p007-u067	page-007.jpg	img7-m73	15	67	n:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	8	773	1999	123	57
p007-u068	page-007.jpg	img7-m71	15	68	c:1 f:1 i:1 d:1	4	932	1992	70	59
p007-u069	page-007.jpg	img7-m72	15	69	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	1043	1993	126	60
p007-u070	page-007.jpg	img7-m69	15	70	c:1 f:1 j:1 e:1 g:1 e:1 e:1 i:1 d:1 e:1 h:1	11	1206	1986	192	78
p007-u071	page-007.jpg	img7-m70	15	71	e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	8	1445	2001	120	60
p007-u072	page-007.jpg	img7-m68	15	72	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	13	1627	1948	201	99
p007-u073	page-007.jpg	img7-m67	15	73	c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 c:1 f:1 i:1 d:1 e:1 f:1 f:1 i:1 d:1	17	2004	1958	208	85
p007-u074	page-007.jpg	img7-m77	16	74	c:1 a:1 e:1 b:1 c:1 a:1 e:1 c:1 f:1 j:1	10	412	2058	142	75
p007-u075	page-007.jpg	img7-m80	16	75	e:1 g:1 e:1 c:1 f:1 j:1 e:1 i:1 d:1	9	597	2082	188	52
p007-u076	page-007.jpg	img7-m78	16	76	e:1 g:1 e:1 e:1 c:1 f:1 j:1	7	827	2102	152	34
p007-u077	page-007.jpg	img7-m81	16	77	e:1 a:1 b:1 c:1 a:1 n:1 e:1 g:1 e:1 e:1 h:1	11	1034	2060	174	82
p007-u078	page-007.jpg	img7-m79	16	78	a:1 m:1 c:1 a:1 b:1 c:1 a:1 e:1 c:1 f:1 i:1 c:2 h:1	13	1245	2067	204	104
p007-u079	page-007.jpg	img7-m76	16	79	a:1 m:1 c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1	10	1498	2050	177	106
p007-u080	page-007.jpg	img7-m75	16	80	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	1714	2068	138	47
p007-u081	page-007.jpg	img7-m74	16	81	e:1 i:1 d:1 c:1 f:1 j:1 e:1 e:1 e:1 i:1 c:1 h:1	12	1987	2058	215	71
p007-u082	page-007.jpg	img7-m82	17	82	e:1 i:1 d:1 c:1 e:1 c:1 f:1 i:1 c:1 h:1	10	390	2147	179	63
p007-u083	page-007.jpg	img7-m85	17	83	c:1 a:1 b:1 c:1 a:1 e:1 c:1 f:1 i:1 c:1 h:1	11	615	2133	164	77
p007-u084	page-007.jpg	img7-m86	17	84	e:1 h:1 a:1 e:1 b:1 c:1 a:1 e:1 c:1 e:1 c:2 h:2 e:1 h:1	14	820	2134	207	98
p007-u085	page-007.jpg	img7-m84	17	85	a:1 m:1 c:1 a:1 b:1 c:1 a:1 e:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1	17	1058	2141	317	81
p007-u086	page-007.jpg	img7-m83	17	86	e:1 i:1 d:1 e:1 f:1 f:1 i:1 c:2 h:1	9	1427	2149	121	86
p007-u087	page-007.jpg	img7-m87	18	87	a:1 m:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1 e:1 c:2 h:2 c:1 f:1 i:1 c:1 h:1	21	325	2220	365	133
p007-u088	page-007.jpg	img7-m90	18	88	n:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	14	757	2290	234	61
p007-u089	page-007.jpg	img7-m89	18	89	a:1 m:1 c:1 a:1 m:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	16	1044	2267	240	113
p007-u090	page-007.jpg	img7-m91	18	90	a:1 m:1 c:1 a:1 m:1 c:1 a:1 b:1 d:1 c:1 f:1 j:1	12	1321	2273	164	113
p007-u091	page-007.jpg	img7-m88	18	91	c:1 a:1 m:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1	13	1515	2261	176	108
p007-u092	page-007.jpg	img7-m92	18	92	a:1 m:1 c:1 a:1 e:1 b:1 a:1 c:2 e:1 h:1	10	1712	2284	130	120
p007-u093	page-007.jpg	img7-m93	18	93	c:1 a:1 m:1 c:1 a:1 c:1 f:1 j:1 c:1 f:1 i:1 c:1 h:1	13	1994	2279	222	94
p007-u094	page-007.jpg	img7-m98	19	94	c:1 a:1 e:1 b:1 c:1 a:1 c:2 g:1 e:1 c:1 f:1 i:1 d:1	13	412	2352	191	80
p007-u095	page-007.jpg	img7-m99	19	95	c:1 f:1 j:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	11	670	2388	225	56
p007-u096	page-007.jpg	img7-m96	19	96	a:1 m:1 c:1 e:1 c:1 f:1 i:1 d:1	8	948	2386	157	74
p007-u097	page-007.jpg	img7-m95	19	97	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1	9	1161	2387	117	43
p007-u098	page-007.jpg	img7-m100	19	98	a:1 m:1 c:1 a:1 m:1 c:1 a:1 e:1 c:1 f:1 j:1	11	1316	2367	203	84
p007-u099	page-007.jpg	img7-m97	19	99	a:1 m:1 c:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1	12	1572	2393	219	79
p007-u100	page-007.jpg	img7-m101	19	100	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	1967	2392	116	47
p007-u101	page-007.jpg	img7-m94	19	101	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	10	2110	2377	121	99
p007-u102	page-007.jpg	img7-m102	20	102	e:1 h:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	10	390	2446	220	63
p007-u103	page-007.jpg	img7-m106	20	103	e:1 g:1 e:1 c:1 f:1 j:1	6	665	2478	107	45
p007-u104	page-007.jpg	img7-m107	20	104	c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	10	833	2457	196	47
p007-u105	page-007.jpg	img7-m104	20	105	e:1 g:1 e:1 c:1 f:1 j:1 e:1 i:1 d:1	9	1072	2454	179	69
p007-u106	page-007.jpg	img7-m105	20	106	e:1 f:1 k:1 f:1 i:1 d:1	6	1283	2464	104	37
