subset	representation	folio	line	region_id	relation_type	alignment_confidence	sequence_length	predicted_opportunities	unseen_context_count	log_loss_bits	normalized_log_loss	top1_correct_count	top1_accuracy	mean_observed_probability	sequence
exclude_unresolved_eva_lines	ATOMS	f2r	9	f2r-l9-r004	N:M	low	30	28	14	92.4934811969863	0.8258346535445205	12	0.42857142857142855	0.11339285714285711	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1 l:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	10	f2r-l10-r001	N:M	low	26	24	9	72.55499838998526	0.7557812332290131	13	0.5416666666666666	0.16700411856661856	m:1 a:1 n:1 c:1 i:1 a:1 b:1 c:1 a:1 e:1 h:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 f:1 k:1 f:1 i:1 d:1 c:1 f:1 j:1
exclude_unresolved_eva_lines	ATOMS	f2r	10	f2r-l10-r002	N:M	low	20	18	5	54.3399972091539	0.7547221834604708	10	0.5555555555555556	0.15538019079685747	n:1 e:1 g:1 e:1 e:1 a:1 b:1 c:1 a:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	10	f2r-l10-r003	N:M	low	23	21	6	68.24045077882982	0.8123863187955932	11	0.5238095238095238	0.12278924778924778	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 c:1 f:1 j:1 n:1 e:1 g:1 e:1
exclude_unresolved_eva_lines	ATOMS	f2r	10	f2r-l10-r004	1:1	low-medium	11	9	4	28.0850361038558	0.7801398917737722	6	0.6666666666666666	0.14800785634118968	e:1 a:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	11	f2r-l11-r001	N:M	low	18	16	4	44.753457238129045	0.6992727693457663	9	0.5625	0.19511339355089355	e:1 h:1 e:1 g:1 e:1 e:1 f:1 l:1 f:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1
exclude_unresolved_eva_lines	ATOMS	f2r	11	f2r-l11-r002	N:M	low	25	23	23	92	1	0	0	0.0625	e:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1 c:1 f:1 i:1 d:1 n:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	11	f2r-l11-r003	1:1	medium	8	6	0	14.795859283219775	0.616494136800824	4	0.6666666666666666	0.18611111111111112	e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	11	f2r-l11-r004	N:1	low	12	10	8	37.822001698022	0.94555004245055	1	0.1	0.08737373737373737	c:1 f:1 j:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	11	f2r-l11-r005	1:1	medium	4	2	2	8	1	0	0	0.0625	e:1 e:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2r	12	f2r-l12-r001	1:1	low-medium	8	6	0	10.95623008973908	0.45650958707246164	6	1	0.2840909090909091	c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1
exclude_unresolved_eva_lines	ATOMS	f2r	12	f2r-l12-r002	N:M	low	24	22	14	79.28771237954945	0.9009967315857892	5	0.22727272727272727	0.09583333333333334	e:1 g:1 e:1 e:1 h:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	12	f2r-l12-r003	N:M	low	28	26	26	104	1	0	0	0.0625	e:1 h:1 c:1 f:1 i:1 d:1 e:1 f:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2r	12	f2r-l12-r004	N:M	low	29	27	27	108	1	4	0.14814814814814814	0.0625	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1 e:1 g:1 e:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 h:1 d:1 e:1 j:1 e:1 f:1 f:1 j:1
exclude_unresolved_eva_lines	ATOMS	f2r	13	f2r-l13-r001	N:M	low	43	41	5	108.12580636390281	0.6593036973408708	27	0.6585365853658537	0.2005152367957246	n:1 e:1 g:1 e:1 c:1 e:1 h:1 e:1 a:1 b:1 c:1 a:1 e:1 e:1 h:1 e:1 g:1 e:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	1	f2v-l1-r001	1:1	low-medium	10	8	3	25.73286119583347	0.8041519123697959	3	0.375	0.15201655982905984	a:1 b:1 c:1 a:1 c:1 c:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	1	f2v-l1-r002	N:M	low	48	46	46	184	1	4	0.08695652173913043	0.0625	e:1 g:1 e:1 e:1 c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	1	f2v-l1-r003	N:M	low	19	17	10	59.831703099214295	0.8798779867531514	7	0.4117647058823529	0.09787581699346404	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 n:1 e:1 g:1 e:1 a:1 m:1 c:1 a:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	2	f2v-l2-r001	N:M	low	29	27	27	108	1	3	0.1111111111111111	0.0625	a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1 n:1 e:1 g:1 e:1 c:1 n:1 e:1 g:1 e:1 c:1 f:1 j:1
exclude_unresolved_eva_lines	ATOMS	f2v	2	f2v-l2-r002	N:M	low	31	29	5	70.32682858531123	0.6062657636664761	18	0.6206896551724138	0.233033703393744	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 j:1 c:1 e:1 e:1 e:1 e:1 i:1 d:1 a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	2	f2v-l2-r003	N:M	low	16	14	14	56	1	0	0	0.0625	e:1 g:1 e:1 c:1 e:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	3	f2v-l3-r001	1:1	medium	10	8	2	21.71691965196445	0.678653739123889	6	0.75	0.19775883838383837	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	3	f2v-l3-r002	N:M	low	43	41	12	119.9274089028851	0.7312646884322263	21	0.5121951219512195	0.17724430041503214	e:1 g:1 e:1 c:1 e:1 i:1 d:1 n:1 f:1 j:1 e:1 g:1 e:1 e:1 h:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	3	f2v-l3-r003	N:M	low	22	20	1	44.91778344781252	0.5614722930976564	15	0.75	0.247588036963037	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 c:1 h:2 e:1 g:1 e:1 e:1 h:1 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	4	f2v-l4-r001	N:M	low	33	31	12	101.50151653067488	0.8185606171828619	13	0.41935483870967744	0.1222222222222222	n:1 e:1 g:1 e:1 c:1 e:1 g:1 e:1 c:1 f:1 j:1 c:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	6	f2v-l6-r001	N:M	low	39	37	37	148	1	2	0.05405405405405406	0.0625	e:1 c:1 h:2 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 a:1 b:1 c:1 a:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	6	f2v-l6-r002	1:1	medium	10	8	1	17.873038853881727	0.558532464183804	6	0.75	0.2555203477078477	e:1 g:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	6	f2v-l6-r003	N:M	low	29	27	27	108	1	2	0.07407407407407407	0.0625	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	7	f2v-l7-r001	N:M	low	23	21	6	68.5446041719892	0.816007192523681	10	0.47619047619047616	0.12796000296000296	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	7	f2v-l7-r002	1:1	medium	13	11	3	37.0076514759915	0.8410829880907159	4	0.36363636363636365	0.11070936639118457	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 e:1 e:1 e:1 h:1
exclude_unresolved_eva_lines	ATOMS	f2v	7	f2v-l7-r003	N:M	low	27	25	25	100	1	2	0.08	0.0625	e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 c:1 e:1 i:1 d:1 e:1 g:1 e:1 e:1 e:1 e:1 i:1 d:1 e:1 g:1 e:1 e:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	7	f2v-l7-r004	1:1	medium	10	8	3	24.394991557077084	0.7623434861586589	3	0.375	0.1546875	e:1 g:1 e:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1
exclude_unresolved_eva_lines	ATOMS	f2v	8	f2v-l8-r001	N:M	low	35	33	19	111.71919089243825	0.8463575067608958	12	0.36363636363636365	0.12397650749923476	e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 c:1 f:1 n:1 c:2 g:1 e:1 e:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 c:1 f:1 j:1
exclude_unresolved_eva_lines	ATOMS	f2v	8	f2v-l8-r002	1:1	medium	12	10	4	34.831703099214295	0.8707925774803573	3	0.3	0.10111111111111111	e:1 c:1 h:2 c:1 f:1 j:1 c:1 e:1 c:1 h:2 e:1 h:1
exclude_unresolved_eva_lines	EVA	f2r	1	f2r-l1-r001	1:1	low-medium	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	kydainy
exclude_unresolved_eva_lines	EVA	f2r	1	f2r-l1-r002	N:M	low	17	15	8	53.76271144532609	0.8437480987325561	5	0.3333333333333333	0.11311212007474401	ypcholdaiinotchal
exclude_unresolved_eva_lines	EVA	f2r	1	f2r-l1-r003	N:M	low	15	13	7	47.0818245246064	0.8525754731274101	5	0.38461538461538464	0.10009389881243426	ypchaiinckholsy
exclude_unresolved_eva_lines	EVA	f2r	5	f2r-l5-r001	N:M	low	9	7	6	28.294920002719117	0.9515537673765807	1	0.14285714285714285	0.06552094522019333	otochoral
exclude_unresolved_eva_lines	EVA	f2r	5	f2r-l5-r002	N:M	low	15	13	6	41.84539265000065	0.7577521856259203	7	0.5384615384615384	0.13628739258029873	shodaiincholdan
exclude_unresolved_eva_lines	EVA	f2r	5	f2r-l5-r003	N:M	low	11	9	7	34.1387603164444	0.8929520521975874	2	0.2222222222222222	0.08924485125858121	ytchaiindan
exclude_unresolved_eva_lines	EVA	f2r	6	f2r-l6-r001	N:M	low	10	8	4	27.009687620228853	0.794790151631302	4	0.5	0.11637790127492645	saiindaind
exclude_unresolved_eva_lines	EVA	f2r	6	f2r-l6-r002	N:M	low	7	5	3	19.94345488516712	0.938973408658753	1	0.2	0.06967418546365914	dkolsor
exclude_unresolved_eva_lines	EVA	f2r	6	f2r-l6-r003	N:M	low	19	17	17	72.21476772854095	1	0	0	0.052631578947368404	ytoldydcholdchycthy
exclude_unresolved_eva_lines	EVA	f2r	7	f2r-l7-r001	N:M	low	14	12	9	48.23837488788624	0.9463119512441526	2	0.16666666666666666	0.06725146198830408	shorckhydaiiny
exclude_unresolved_eva_lines	EVA	f2r	7	f2r-l7-r002	N:1	low	7	5	3	18.358492384445963	0.8643505486544256	2	0.4	0.08872180451127819	choldan
exclude_unresolved_eva_lines	EVA	f2r	8	f2r-l8-r001	1:1	low-medium	6	4	3	15.55113746238836	0.9152190929090159	1	0.25	0.07518796992481203	kydain
exclude_unresolved_eva_lines	EVA	f2r	8	f2r-l8-r002	N:M	low	14	12	10	48.09398497855106	0.9434793952726773	2	0.16666666666666666	0.06766917293233082	shaiinqoysshol
exclude_unresolved_eva_lines	EVA	f2r	8	f2r-l8-r003	N:M	low	23	21	19	87.91029510026448	0.985469859204465	1	0.047619047619047616	0.056689342403628086	fodanyksholsheeydaiildy
exclude_unresolved_eva_lines	EVA	f2r	9	f2r-l9-r001	1:1	low-medium	6	4	2	15.08980631083558	0.8880687266367111	1	0.25	0.09256837746540264	dlssho
exclude_unresolved_eva_lines	EVA	f2r	9	f2r-l9-r002	N:M	low	20	18	18	76.46269524198453	1	0	0	0.0526315789473684	kolsheeyqokeyykodyso
exclude_unresolved_eva_lines	EVA	f2r	9	f2r-l9-r003	N:M	low	7	5	4	19.799064975831946	0.9321752743272128	1	0.2	0.07067669172932331	cholyky
exclude_unresolved_eva_lines	EVA	f2r	9	f2r-l9-r004	N:M	low	11	9	6	32.09246666417046	0.8394280782963811	3	0.3333333333333333	0.10755148741418763	daindaiirol
exclude_unresolved_eva_lines	EVA	f2r	10	f2r-l10-r001	N:M	low	16	14	12	55.37839788366233	0.9311834621270206	2	0.14285714285714285	0.0761686825760052	qokycholaiinshol
exclude_unresolved_eva_lines	EVA	f2r	10	f2r-l10-r002	N:M	low	10	8	6	29.525700209548283	0.8688266253398605	2	0.25	0.10164759725400457	shekydaiin
exclude_unresolved_eva_lines	EVA	f2r	10	f2r-l10-r003	N:M	low	14	12	10	51.26390997999337	1.0056651119429503	0	0	0.05179615705931495	ctheykeolsaiin
exclude_unresolved_eva_lines	EVA	f2r	10	f2r-l10-r004	1:1	low-medium	5	3	1	7.669391281881862	0.6018143559504593	2	0.6666666666666666	0.22198830409356726	saiin
exclude_unresolved_eva_lines	EVA	f2r	11	f2r-l11-r001	N:M	low	9	7	6	28.294920002719117	0.9515537673765807	1	0.14285714285714285	0.06552094522019333	ychaindal
exclude_unresolved_eva_lines	EVA	f2r	11	f2r-l11-r002	N:M	low	12	10	6	40.01815430361249	0.9420630219551875	2	0.2	0.06843194943881441	chydalorshan
exclude_unresolved_eva_lines	EVA	f2r	11	f2r-l11-r003	1:1	medium	3	1	1	4.247927513443585	1	0	0	0.05263157894736842	dan
exclude_unresolved_eva_lines	EVA	f2r	11	f2r-l11-r004	N:1	low	12	10	10	42.47927513443585	1	0	0	0.05263157894736842	olsaiinsheey
exclude_unresolved_eva_lines	EVA	f2r	11	f2r-l11-r005	1:1	medium	5	3	1	13.163806892279357	1.0329591587599154	0	0	0.047909629145327086	ckhor
exclude_unresolved_eva_lines	EVA	f2r	12	f2r-l12-r001	1:1	low-medium	4	2	0	4.158429362604482	0.48946566878132164	2	1	0.24000000000000002	okol
exclude_unresolved_eva_lines	EVA	f2r	12	f2r-l12-r002	N:M	low	12	10	7	39.13679880011111	0.9213151278182907	2	0.2	0.07762885474555954	chychorcthor
exclude_unresolved_eva_lines	EVA	f2r	12	f2r-l12-r003	N:M	low	14	12	12	50.97513016132302	1	0	0	0.05263157894736842	yoranchansaiin
exclude_unresolved_eva_lines	EVA	f2r	12	f2r-l12-r004	N:M	low	13	11	8	41.79976381283354	0.8945488161964792	3	0.2727272727272727	0.08401438378555079	chetychykysal
exclude_unresolved_eva_lines	EVA	f2r	13	f2r-l13-r001	N:M	low	23	21	15	86.42841570927433	0.9688580679104933	2	0.09523809523809523	0.06362178738772395	shoykeeycheydaiinchcthy
exclude_unresolved_eva_lines	EVA	f2v	1	f2v-l1-r001	1:1	low-medium	6	4	4	16.99171005377434	1	0	0	0.05263157894736842	kooiin
exclude_unresolved_eva_lines	EVA	f2v	1	f2v-l1-r002	N:M	low	24	22	13	87.80834341600287	0.9395848503675381	4	0.18181818181818182	0.071284931696831	cheopchorotaiinodainchor
exclude_unresolved_eva_lines	EVA	f2v	1	f2v-l1-r003	N:M	low	8	6	5	24.04699248927553	0.9434793952726773	1	0.16666666666666666	0.06766917293233082	dairshty
exclude_unresolved_eva_lines	EVA	f2v	2	f2v-l2-r001	N:M	low	11	9	9	38.23134762099227	1	0	0	0.05263157894736842	kchokchysho
exclude_unresolved_eva_lines	EVA	f2v	2	f2v-l2-r002	N:M	low	20	18	16	75.16651255993374	0.9830481690718759	1	0.05555555555555555	0.0573656363130047	sholqotcholoeeesqoty
exclude_unresolved_eva_lines	EVA	f2v	2	f2v-l2-r003	N:M	low	9	7	3	23.36748116767322	0.7858447642567623	4	0.5714285714285714	0.11483678139447998	chordaiin
exclude_unresolved_eva_lines	EVA	f2v	3	f2v-l3-r001	1:1	medium	5	3	1	9.862637357558793	0.7739175810907093	2	0.6666666666666666	0.11278195488721804	otchy
exclude_unresolved_eva_lines	EVA	f2v	3	f2v-l3-r002	N:M	low	24	22	20	93.74318511442922	1.003090061059791	0	0	0.05217589428115741	chorlshycholchodychodain
exclude_unresolved_eva_lines	EVA	f2v	3	f2v-l3-r003	N:M	low	11	9	2	25.23902841056834	0.6601658058401783	7	0.7777777777777778	0.16228251788892523	chcthydaiin
exclude_unresolved_eva_lines	EVA	f2v	4	f2v-l4-r001	N:M	low	21	19	9	66.70445571282795	0.8264643913720986	8	0.42105263157894735	0.11132063568532313	shocholocheorchodaiin
exclude_unresolved_eva_lines	EVA	f2v	6	f2v-l6-r001	N:M	low	19	17	14	72.64793745654647	1.0059983538219472	0	0	0.051747014595311794	dorcholchorcholkeol
exclude_unresolved_eva_lines	EVA	f2v	6	f2v-l6-r002	1:1	medium	3	1	0	2.807354922057604	0.660876371636064	1	1	0.14285714285714285	chy
exclude_unresolved_eva_lines	EVA	f2v	6	f2v-l6-r003	N:M	low	19	17	13	69.01668130355138	0.9557142323435653	2	0.11764705882352941	0.06704100404463842	chtydaiinotchorchan
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r001	N:M	low	13	11	7	41.94415372216872	0.8976388772562703	3	0.2727272727272727	0.08355869911933986	daiinchotchey
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r002	1:1	medium	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	qoteeey
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r003	N:M	low	15	13	10	51.12385249145423	0.925770043240734	2	0.15384615384615385	0.08550178352119485	chokeoscheeschr
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r004	1:1	medium	7	5	4	19.799064975831946	0.9321752743272128	1	0.2	0.07067669172932331	cheaiin
exclude_unresolved_eva_lines	EVA	f2v	8	f2v-l8-r001	N:M	low	22	20	7	66.6141619947353	0.7840783745004924	8	0.4	0.14570381217346695	chokoishechorcheolchol
exclude_unresolved_eva_lines	EVA	f2v	8	f2v-l8-r002	1:1	medium	6	4	4	16.99171005377434	1	0	0	0.05263157894736842	dolody
relation_1_to_1	ATOMS	f2r	1	f2r-l1-r001	1:1	low-medium	17	15	15	60	1	1	0.06666666666666667	0.0625	a:1 b:1 c:1 a:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 e:1 h:1
relation_1_to_1	ATOMS	f2r	2	f2r-l2-r001	1:1	medium	16	14	14	56	1	0	0	0.0625	e:1 c:1 h:2 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 h:1
relation_1_to_1	ATOMS	f2r	3	f2r-l3-r001	1:1	low-medium	14	12	5	45.73859369482281	0.9528873686421419	2	0.16666666666666666	0.08298611111111111	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2r	3	f2r-l3-r004	1:1	low-medium	7	5	3	18.906890595608516	0.9453445297804258	1	0.2	0.08083333333333334	e:1 h:1 e:1 c:1 h:2 e:1 h:1
relation_1_to_1	ATOMS	f2r	3	f2r-l3-r005	1:1	low-medium	9	7	0	14.592342031086755	0.5211550725388127	5	0.7142857142857143	0.28429705215419504	e:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2r	8	f2r-l8-r001	1:1	low-medium	15	13	11	49.32192809488736	0.9484986172093723	3	0.23076923076923078	0.07724358974358975	a:1 b:1 c:1 a:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2r	9	f2r-l9-r001	1:1	low-medium	13	11	8	42.04439411935846	0.9555544118036013	1	0.09090909090909091	0.08872819100091828	e:1 c:1 h:2 f:1 j:1 e:1 i:1 d:1 n:1 e:1 g:1 e:1 c:1
relation_1_to_1	ATOMS	f2r	10	f2r-l10-r004	1:1	low-medium	11	9	4	28.0850361038558	0.7801398917737722	6	0.6666666666666666	0.14800785634118968	e:1 a:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2r	11	f2r-l11-r003	1:1	medium	8	6	0	15.228818690495881	0.634534112103995	5	0.8333333333333334	0.17500000000000002	e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2r	11	f2r-l11-r005	1:1	medium	4	2	2	8	1	0	0	0.0625	e:1 e:1 e:1 h:1
relation_1_to_1	ATOMS	f2r	12	f2r-l12-r001	1:1	low-medium	8	6	0	10.95623008973908	0.45650958707246164	6	1	0.2840909090909091	c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1
relation_1_to_1	ATOMS	f2v	1	f2v-l1-r001	1:1	low-medium	10	8	3	25.73286119583347	0.8041519123697959	3	0.375	0.15201655982905984	a:1 b:1 c:1 a:1 c:1 c:1 k:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2v	3	f2v-l3-r001	1:1	medium	10	8	2	21.04295214518455	0.6575922545370172	6	0.75	0.21581439393939392	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1
relation_1_to_1	ATOMS	f2v	5	f2v-l5-r001	1:1	medium	11	9	1	22.921537371572917	0.636709371432581	6	0.6666666666666666	0.19754489337822673	a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2v	6	f2v-l6-r002	1:1	medium	10	8	1	17.936036941268036	0.5605011544146261	6	0.75	0.2569092365967366	e:1 g:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1
relation_1_to_1	ATOMS	f2v	7	f2v-l7-r002	1:1	medium	13	11	1	36.91454207160002	0.8389668652636367	4	0.36363636363636365	0.11550734618916438	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 e:1 e:1 e:1 h:1
relation_1_to_1	ATOMS	f2v	7	f2v-l7-r004	1:1	medium	10	8	3	23.747496261658377	0.7421092581768243	3	0.375	0.16946022727272728	e:1 g:1 e:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1
relation_1_to_1	ATOMS	f2v	8	f2v-l8-r002	1:1	medium	12	10	4	33.661778097771986	0.8415444524442997	3	0.3	0.11777777777777779	e:1 c:1 h:2 c:1 f:1 j:1 c:1 e:1 c:1 h:2 e:1 h:1
relation_1_to_1	EVA	f2r	1	f2r-l1-r001	1:1	low-medium	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	kydainy
relation_1_to_1	EVA	f2r	2	f2r-l2-r001	1:1	medium	8	6	6	25.48756508066151	1	0	0	0.05263157894736842	dorchory
relation_1_to_1	EVA	f2r	3	f2r-l3-r001	1:1	low-medium	7	5	3	18.358492384445963	0.8643505486544256	2	0.4	0.08872180451127819	qotaiin
relation_1_to_1	EVA	f2r	3	f2r-l3-r004	1:1	low-medium	3	1	1	4.247927513443585	1	0	0	0.05263157894736842	ydy
relation_1_to_1	EVA	f2r	3	f2r-l3-r005	1:1	low-medium	6	4	3	17.136099963109515	1.0084976679144253	0	0	0.05137844611528822	chaiin
relation_1_to_1	EVA	f2r	8	f2r-l8-r001	1:1	low-medium	6	4	3	15.55113746238836	0.9152190929090159	1	0.25	0.07518796992481203	kydain
relation_1_to_1	EVA	f2r	9	f2r-l9-r001	1:1	low-medium	6	4	2	15.695527371723534	0.9237167608234412	1	0.25	0.07393483709273183	dlssho
relation_1_to_1	EVA	f2r	10	f2r-l10-r004	1:1	low-medium	5	3	1	7.669391281881862	0.6018143559504593	2	0.6666666666666666	0.22198830409356726	saiin
relation_1_to_1	EVA	f2r	11	f2r-l11-r003	1:1	medium	3	1	1	4.247927513443585	1	0	0	0.05263157894736842	dan
relation_1_to_1	EVA	f2r	11	f2r-l11-r005	1:1	medium	5	3	1	13.163806892279357	1.0329591587599154	0	0	0.047909629145327086	ckhor
relation_1_to_1	EVA	f2r	12	f2r-l12-r001	1:1	low-medium	4	2	0	4.158429362604482	0.48946566878132164	2	1	0.24000000000000002	okol
relation_1_to_1	EVA	f2v	1	f2v-l1-r001	1:1	low-medium	6	4	4	16.99171005377434	1	0	0	0.05263157894736842	kooiin
relation_1_to_1	EVA	f2v	3	f2v-l3-r001	1:1	medium	5	3	1	9.862637357558793	0.7739175810907093	2	0.6666666666666666	0.11278195488721804	otchy
relation_1_to_1	EVA	f2v	5	f2v-l5-r001	1:1	medium	5	3	0	10.621136113274641	0.8334367037150476	1	0.3333333333333333	0.1250793650793651	kchor
relation_1_to_1	EVA	f2v	6	f2v-l6-r002	1:1	medium	3	1	0	2.807354922057604	0.660876371636064	1	1	0.14285714285714285	chy
relation_1_to_1	EVA	f2v	7	f2v-l7-r002	1:1	medium	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	qoteeey
relation_1_to_1	EVA	f2v	7	f2v-l7-r004	1:1	medium	7	5	3	18.358492384445963	0.8643505486544256	2	0.4	0.08872180451127819	cheaiin
relation_1_to_1	EVA	f2v	8	f2v-l8-r002	1:1	medium	6	4	4	16.99171005377434	1	0	0	0.05263157894736842	dolody
relation_1_to_N	ATOMS	f2r	3	f2r-l3-r003	1:N	low	12	10	10	40	1	0	0	0.0625	e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 h:1
