subset	representation	folio	line	region_id	relation_type	alignment_confidence	sequence_length	predicted_opportunities	corruptions	real_code_length_bits	median_corrupted_code_length_bits	mean_corrupted_code_length_bits	real_minus_median_corrupted_bits	real_minus_mean_corrupted_bits	real_better_than_median	real_better_than_all_corruptions	corrupted_better_count
exclude_unresolved_eva_lines	EVA	f2v	3	f2v-l3-r002	N:M	low	24	22	100	93.74318511442922	93.87442964770749	93.62922072815789	-0.13124453327826302	0.1139643862713342	yes	no	30
exclude_unresolved_eva_lines	EVA	f2v	3	f2v-l3-r003	N:M	low	11	9	100	25.23902841056834	38.520127439662616	38.01942868880925	-13.281099029094275	-12.780400278240908	yes	yes	0
exclude_unresolved_eva_lines	EVA	f2v	4	f2v-l4-r001	N:M	low	21	19	100	66.70445571282795	81.11196839657592	80.70009433876129	-14.407512683747967	-13.995638625933339	yes	yes	0
exclude_unresolved_eva_lines	EVA	f2v	6	f2v-l6-r001	N:M	low	19	17	100	72.64793745654647	72.35915763787612	72.30721053553512	0.2887798186703492	0.3407269210113526	no	no	96
exclude_unresolved_eva_lines	EVA	f2v	6	f2v-l6-r002	1:1	medium	3	1	100	2.807354922057604	2.807354922057604	2.807354922057605	0	-8.881784197001252e-16	no	no	0
exclude_unresolved_eva_lines	EVA	f2v	6	f2v-l6-r003	N:M	low	19	17	100	69.01668130355138	72.35915763787612	72.3360339674404	-3.3424763343247434	-3.3193526638890205	yes	no	1
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r001	N:M	low	13	11	100	41.94415372216872	46.87159255721461	46.780642593001986	-4.927438835045891	-4.836488870833264	yes	yes	0
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r002	1:1	medium	7	5	100	21.239637567217926	21.239637567217926	21.239637567217883	0	4.263256414560601e-14	no	no	0
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r003	N:M	low	15	13	100	51.12385249145423	55.55883923423889	54.93305456019637	-4.434986742784659	-3.809202068742138	yes	no	4
exclude_unresolved_eva_lines	EVA	f2v	7	f2v-l7-r004	1:1	medium	7	5	100	19.799064975831946	21.239637567217926	21.1618998713145	-1.4405725913859797	-1.3628348954825533	yes	no	0
exclude_unresolved_eva_lines	EVA	f2v	8	f2v-l8-r001	N:M	low	22	20	100	66.6141619947353	87.08678826142594	86.34607656537212	-20.47262626669064	-19.731914570636818	yes	yes	0
exclude_unresolved_eva_lines	EVA	f2v	8	f2v-l8-r002	1:1	medium	6	4	100	16.99171005377434	16.99171005377434	16.61588360601892	0	0.37582644775542207	no	no	31
relation_1_to_1	ATOMS	f2r	1	f2r-l1-r001	1:1	low-medium	17	15	100	60	60	60	0	0	no	no	0
relation_1_to_1	ATOMS	f2r	2	f2r-l2-r001	1:1	medium	16	14	100	56	56	56	0	0	no	no	0
relation_1_to_1	ATOMS	f2r	3	f2r-l3-r001	1:1	low-medium	14	12	100	45.73859369482281	48.50977500432694	48.128881736944635	-2.7711813095041293	-2.390288042121824	yes	no	4
relation_1_to_1	ATOMS	f2r	3	f2r-l3-r004	1:1	low-medium	7	5	100	18.906890595608516	20.169925001442312	19.498789571569183	-1.2630344058337961	-0.5918989759606674	yes	no	31
relation_1_to_1	ATOMS	f2r	3	f2r-l3-r005	1:1	low-medium	9	7	100	14.592342031086755	27.562242424221076	27.304266079871653	-12.96990039313432	-12.711924048784898	yes	yes	0
relation_1_to_1	ATOMS	f2r	8	f2r-l8-r001	1:1	low-medium	15	13	100	49.32192809488736	52.32192809488736	52.00053727321669	-3	-2.6786091783293315	yes	no	1
relation_1_to_1	ATOMS	f2r	9	f2r-l9-r001	1:1	low-medium	13	11	100	42.04439411935846	44.78135971352466	44.25283216703499	-2.7369655941662003	-2.2084380476765304	yes	no	8
relation_1_to_1	ATOMS	f2r	10	f2r-l10-r004	1:1	low-medium	11	9	100	28.0850361038558	36.12120971640928	35.82155554649005	-8.036173612553483	-7.736519442634254	yes	yes	0
relation_1_to_1	ATOMS	f2r	11	f2r-l11-r003	1:1	medium	8	6	100	15.228818690495881	24.339850002884624	23.703041986468826	-9.111031312388743	-8.474223295972944	yes	no	0
relation_1_to_1	ATOMS	f2r	11	f2r-l11-r005	1:1	medium	4	2	100	8	8	8	0	0	no	no	0
relation_1_to_1	ATOMS	f2r	12	f2r-l12-r001	1:1	low-medium	8	6	100	10.95623008973908	22.918863237274593	22.837920175041877	-11.962633147535513	-11.881690085302797	yes	yes	0
relation_1_to_1	ATOMS	f2v	1	f2v-l1-r001	1:1	low-medium	10	8	100	25.73286119583347	32.339850002884624	31.932467448923457	-6.606988807051156	-6.199606253089989	yes	yes	0
relation_1_to_1	ATOMS	f2v	3	f2v-l3-r001	1:1	medium	10	8	100	21.04295214518455	31.1983468833687	30.744514135752574	-10.15539473818415	-9.701561990568024	yes	yes	0
relation_1_to_1	ATOMS	f2v	5	f2v-l5-r001	1:1	medium	11	9	100	22.921537371572917	36.02704776027537	35.7267182428517	-13.105510388702456	-12.805180871278786	yes	yes	0
relation_1_to_1	ATOMS	f2v	6	f2v-l6-r002	1:1	medium	10	8	100	17.936036941268036	30.321819711216442	29.924274107711653	-12.385782769948406	-11.988237166443618	yes	yes	0
relation_1_to_1	ATOMS	f2v	7	f2v-l7-r002	1:1	medium	13	11	100	36.91454207160002	42.88635869108775	42.8772077326967	-5.971816619487733	-5.962665661096679	yes	yes	0
relation_1_to_1	ATOMS	f2v	7	f2v-l7-r004	1:1	medium	10	8	100	23.747496261658377	31.851374939414143	31.858430886928936	-8.103878677755766	-8.11093462527056	yes	yes	0
relation_1_to_1	ATOMS	f2v	8	f2v-l8-r002	1:1	medium	12	10	100	33.661778097771986	38.99185309632968	38.81954658317387	-5.330074998557691	-5.157768485401881	yes	no	1
relation_1_to_1	EVA	f2r	1	f2r-l1-r001	1:1	low-medium	7	5	100	21.239637567217926	21.239637567217926	21.284398439111794	0	-0.04476087189386746	no	no	0
relation_1_to_1	EVA	f2r	2	f2r-l2-r001	1:1	medium	8	6	100	25.48756508066151	25.48756508066151	25.48756508066158	0	-6.750155989720952e-14	no	no	0
relation_1_to_1	EVA	f2r	3	f2r-l3-r001	1:1	low-medium	7	5	100	18.358492384445963	21.239637567217926	21.036713095448462	-2.881145182771963	-2.678220711002499	yes	no	0
relation_1_to_1	EVA	f2r	3	f2r-l3-r004	1:1	low-medium	3	1	100	4.247927513443585	4.247927513443585	4.247927513443585	0	0	no	no	0
relation_1_to_1	EVA	f2r	3	f2r-l3-r005	1:1	low-medium	6	4	100	17.136099963109515	16.99171005377434	16.811754907419893	0.1443899093351746	0.3243450556896228	no	no	65
relation_1_to_1	EVA	f2r	8	f2r-l8-r001	1:1	low-medium	6	4	100	15.55113746238836	16.99171005377434	16.903898329237144	-1.4405725913859815	-1.3527608668487847	yes	no	0
relation_1_to_1	EVA	f2r	9	f2r-l9-r001	1:1	low-medium	6	4	100	15.695527371723534	17.136099963109515	16.626157224770665	-1.4405725913859815	-0.9306298530471313	yes	no	13
relation_1_to_1	EVA	f2r	10	f2r-l10-r004	1:1	low-medium	5	3	100	7.669391281881862	12.743782540330756	10.910536744439666	-5.074391258448894	-3.241145462557804	yes	no	0
relation_1_to_1	EVA	f2r	11	f2r-l11-r003	1:1	medium	3	1	100	4.247927513443585	4.247927513443585	4.247927513443585	0	0	no	no	0
relation_1_to_1	EVA	f2r	11	f2r-l11-r005	1:1	medium	5	3	100	13.163806892279357	13.163806892279357	12.36693693496727	0	0.7968699573120865	no	no	49
relation_1_to_1	EVA	f2r	12	f2r-l12-r001	1:1	low-medium	4	2	100	4.158429362604482	8.49585502688717	6.5873877346027845	-4.337425664282688	-2.428958371998302	yes	no	0
relation_1_to_1	EVA	f2v	1	f2v-l1-r001	1:1	low-medium	6	4	100	16.99171005377434	16.99171005377434	16.99171005377434	0	0	no	no	0
relation_1_to_1	EVA	f2v	3	f2v-l3-r001	1:1	medium	5	3	100	9.862637357558793	12.88817244966593	12.039248801267286	-3.0255350921071376	-2.1766114437084934	yes	no	0
relation_1_to_1	EVA	f2v	5	f2v-l5-r001	1:1	medium	5	3	100	10.621136113274641	12.743782540330756	12.470783153479642	-2.1226464270561145	-1.8496470402050011	yes	no	0
relation_1_to_1	EVA	f2v	6	f2v-l6-r002	1:1	medium	3	1	100	2.807354922057604	2.807354922057604	2.807354922057605	0	-8.881784197001252e-16	no	no	0
relation_1_to_1	EVA	f2v	7	f2v-l7-r002	1:1	medium	7	5	100	21.239637567217926	21.239637567217926	21.239637567217883	0	4.263256414560601e-14	no	no	0
relation_1_to_1	EVA	f2v	7	f2v-l7-r004	1:1	medium	7	5	100	18.358492384445963	21.3840274765531	21.026772126893288	-3.0255350921071376	-2.668279742447325	yes	no	2
relation_1_to_1	EVA	f2v	8	f2v-l8-r002	1:1	medium	6	4	100	16.99171005377434	16.99171005377434	16.68072600514111	0	0.31098404863323026	no	no	27
relation_1_to_N	ATOMS	f2r	3	f2r-l3-r003	1:N	low	12	10	100	40	40	40	0	0	no	no	0
relation_1_to_N	ATOMS	f2r	4	f2r-l4-r001	1:N	low	13	11	100	44	44	44	0	0	no	no	0
relation_1_to_N	EVA	f2r	3	f2r-l3-r003	1:N	low	3	1	100	4.247927513443585	4.247927513443585	4.247927513443585	0	0	no	no	0
relation_1_to_N	EVA	f2r	4	f2r-l4-r001	1:N	low	7	5	100	21.239637567217926	21.239637567217926	21.239637567217883	0	4.263256414560601e-14	no	no	0
relation_N_to_1	ATOMS	f2r	2	f2r-l2-r002	N:1	low	15	13	100	50.906890595608516	52.32192809488736	52.21635729223603	-1.4150374992788457	-1.309466696627517	yes	no	2
relation_N_to_1	ATOMS	f2r	3	f2r-l3-r002	N:1	low	13	11	100	44	44	44	0	0	no	no	0
relation_N_to_1	ATOMS	f2r	7	f2r-l7-r002	N:1	low	14	12	100	42.33985000288462	48.33985000288462	48.03714299904754	-6	-5.697292996162922	yes	yes	0
relation_N_to_1	ATOMS	f2r	11	f2r-l11-r004	N:1	low	12	10	100	38.584962500721154	40.16992500144231	39.72449650199036	-1.5849625007211543	-1.1395340012692046	yes	no	6
relation_N_to_1	EVA	f2r	2	f2r-l2-r002	N:1	low	5	3	100	12.743782540330756	12.743782540330756	12.74378254033079	0	-3.375077994860476e-14	no	no	0
relation_N_to_1	EVA	f2r	3	f2r-l3-r002	N:1	low	5	3	100	12.743782540330756	12.743782540330756	12.74378254033079	0	-3.375077994860476e-14	no	no	0
relation_N_to_1	EVA	f2r	7	f2r-l7-r002	N:1	low	7	5	100	21.239637567217926	21.239637567217926	21.239637567217883	0	4.263256414560601e-14	no	no	0
relation_N_to_1	EVA	f2r	11	f2r-l11-r004	N:1	low	12	10	100	42.47927513443585	42.47927513443585	42.47927513443577	0	8.526512829121202e-14	no	no	0
relation_N_to_M	ATOMS	f2r	1	f2r-l1-r002	N:M	low	36	34	100	118.15525929475828	136.3645279766003	136.00794952316426	-18.20926868184202	-17.852690228405976	yes	yes	0
relation_N_to_M	ATOMS	f2r	1	f2r-l1-r003	N:M	low	33	31	100	109.9285763486064	124.60047048072059	124.31211242130736	-14.67189413211419	-14.383536072700963	yes	yes	0
relation_N_to_M	ATOMS	f2r	2	f2r-l2-r003	N:M	low	26	24	100	59.41468523580721	94.87445427416975	94.64912055849412	-35.45976903836254	-35.234435322686906	yes	yes	0
relation_N_to_M	ATOMS	f2r	4	f2r-l4-r002	N:M	low	54	52	100	208	208	208	0	0	no	no	0
relation_N_to_M	ATOMS	f2r	5	f2r-l5-r001	N:M	low	17	15	100	53.58331546934491	60.509775004326926	59.78367219970944	-6.9264595349820155	-6.200356730364533	yes	yes	0
relation_N_to_M	ATOMS	f2r	5	f2r-l5-r002	N:M	low	28	26	100	77.18947501009617	104.12499839990318	103.97846137655618	-26.935523389807003	-26.78898636646001	yes	yes	0
relation_N_to_M	ATOMS	f2r	5	f2r-l5-r003	N:M	low	24	22	100	83.1350272260738	88.4397602551206	88.15470965114447	-5.304733029046801	-5.01968242507067	yes	no	1
relation_N_to_M	ATOMS	f2r	6	f2r-l6-r001	N:M	low	21	19	100	76	76	76	0	0	no	no	0
relation_N_to_M	ATOMS	f2r	6	f2r-l6-r002	N:M	low	17	15	100	54.661778097771986	60.24592654816483	59.9322871554796	-5.584148450392846	-5.2705090577076135	yes	yes	0
relation_N_to_M	ATOMS	f2r	6	f2r-l6-r003	N:M	low	40	38	100	102.77511442978977	151.21410671965447	151.04119510849617	-48.4389922898647	-48.2660806787064	yes	yes	0
relation_N_to_M	ATOMS	f2r	7	f2r-l7-r001	N:M	low	28	26	100	80.18947501009622	104.09555155537639	103.78525157875208	-23.906076545280172	-23.595776568655864	yes	yes	0
relation_N_to_M	ATOMS	f2r	8	f2r-l8-r002	N:M	low	40	38	100	107.19768013069658	154.37315441868435	154.2784058797673	-47.17547428798777	-47.08072574907071	yes	yes	0
relation_N_to_M	ATOMS	f2r	8	f2r-l8-r003	N:M	low	46	44	100	140.1749960689374	175.45171219797055	175.5214433995925	-35.27671612903316	-35.34644733065511	yes	yes	0
relation_N_to_M	ATOMS	f2r	9	f2r-l9-r002	N:M	low	45	43	100	172	172	172	0	0	no	no	0
relation_N_to_M	ATOMS	f2r	9	f2r-l9-r003	N:M	low	14	12	100	47.076815597050825	48.49185309632968	48.12419678874498	-1.4150374992788528	-1.047381191694157	yes	no	16
relation_N_to_M	ATOMS	f2r	9	f2r-l9-r004	N:M	low	30	28	100	92.4934811969863	111.75651560282007	111.60806562376554	-19.26303440583378	-19.114584426779246	yes	yes	0
relation_N_to_M	ATOMS	f2r	10	f2r-l10-r001	N:M	low	26	24	100	72.55499838998526	96.91970260277935	96.9173712457727	-24.364704212794095	-24.36237285578744	yes	yes	0
relation_N_to_M	ATOMS	f2r	10	f2r-l10-r002	N:M	low	20	18	100	50.48264040810513	73.18181457461392	72.52983939483843	-22.699174166508797	-22.047198986733306	yes	yes	0
relation_N_to_M	ATOMS	f2r	10	f2r-l10-r003	N:M	low	23	21	100	62.900042501904906	83.50896747209933	83.31813189770413	-20.608924970194423	-20.418089395799228	yes	yes	0
relation_N_to_M	ATOMS	f2r	11	f2r-l11-r001	N:M	low	18	16	100	44.753457238129045	63.93458750793272	63.6097166774699	-19.181130269803674	-18.856259439340853	yes	yes	0
relation_N_to_M	ATOMS	f2r	11	f2r-l11-r002	N:M	low	25	23	100	71.31712992638454	93.09315247112498	92.6770584652113	-21.776022544740442	-21.359928538826765	yes	yes	0
relation_N_to_M	ATOMS	f2r	12	f2r-l12-r002	N:M	low	24	22	100	70.97168387400667	86.65739503910225	86.33471620724426	-15.685711165095583	-15.363032333237584	yes	yes	0
relation_N_to_M	ATOMS	f2r	12	f2r-l12-r003	N:M	low	28	26	100	84.20739691809347	103.81203125901445	103.86366422556947	-19.60463434092098	-19.656267307476	yes	yes	0
relation_N_to_M	ATOMS	f2r	12	f2r-l12-r004	N:M	low	29	27	100	108	108	108	0	0	no	no	0
relation_N_to_M	ATOMS	f2r	13	f2r-l13-r001	N:M	low	43	41	100	108.12580636390281	158.03978482798712	158.43762706429447	-49.91397846408431	-50.311820700391664	yes	yes	0
relation_N_to_M	ATOMS	f2v	1	f2v-l1-r002	N:M	low	48	46	100	184	184	184	0	0	no	no	0
relation_N_to_M	ATOMS	f2v	1	f2v-l1-r003	N:M	low	19	17	100	55.25871324015922	68.50977500432694	68.167299749567	-13.251061764167723	-12.908586509407776	yes	yes	0
relation_N_to_M	ATOMS	f2v	2	f2v-l2-r001	N:M	low	29	27	100	108	108	108	0	0	no	no	0
relation_N_to_M	ATOMS	f2v	2	f2v-l2-r002	N:M	low	31	29	100	70.32682858531123	116.0411279422024	115.86910206517366	-45.71429935689116	-45.54227347986243	yes	yes	0
relation_N_to_M	ATOMS	f2v	2	f2v-l2-r003	N:M	low	16	14	100	56	56	56	0	0	no	no	0
relation_N_to_M	ATOMS	f2v	3	f2v-l3-r002	N:M	low	43	41	100	119.9274089028851	162.68949722085165	162.10336198305393	-42.762088317966544	-42.175953080168824	yes	yes	0
relation_N_to_M	ATOMS	f2v	3	f2v-l3-r003	N:M	low	22	20	100	51.746825911767274	80.72723951164252	79.79837447045824	-28.98041359987525	-28.051548558690968	yes	yes	0
relation_N_to_M	ATOMS	f2v	4	f2v-l4-r001	N:M	low	33	31	100	101.50151653067488	124.44442535862112	123.99069424729372	-22.94290882794624	-22.48917771661884	yes	yes	0
relation_N_to_M	ATOMS	f2v	5	f2v-l5-r002	N:M	low	28	26	100	85.86754691520882	103.50977500432694	103.24508876868634	-17.64222808911812	-17.377541853477524	yes	yes	0
relation_N_to_M	ATOMS	f2v	5	f2v-l5-r003	N:M	low	10	8	100	32	32	32	0	0	no	no	0
relation_N_to_M	ATOMS	f2v	5	f2v-l5-r004	N:M	low	22	20	100	52.38042242630941	80.82526736469504	80.89183839632621	-28.44484493838563	-28.5114159700168	yes	yes	0
relation_N_to_M	ATOMS	f2v	6	f2v-l6-r001	N:M	low	39	37	100	114.78443332454823	147.3435832070261	147.0473792174115	-32.559149882477854	-32.26294589286327	yes	yes	0
relation_N_to_M	ATOMS	f2v	6	f2v-l6-r003	N:M	low	29	27	100	108	108	108	0	0	no	no	0
relation_N_to_M	ATOMS	f2v	7	f2v-l7-r001	N:M	low	23	21	100	64.13708169920575	84.50277970435403	84.04425393644483	-20.365698005148275	-19.90717223723908	yes	yes	0
relation_N_to_M	ATOMS	f2v	7	f2v-l7-r003	N:M	low	27	25	100	89.47050543293095	98.82395788668791	98.5060760474712	-9.353452453756958	-9.035570614540248	yes	yes	0
relation_N_to_M	ATOMS	f2v	8	f2v-l8-r001	N:M	low	35	33	100	111.71919089243825	133.0106261091571	132.84354260405667	-21.291435216718853	-21.124351711618417	yes	yes	0
relation_N_to_M	EVA	f2r	1	f2r-l1-r002	N:M	low	17	15	100	53.76271144532609	64.1520824296593	63.822172373474004	-10.389370984333212	-10.059460928147914	yes	yes	0
relation_N_to_M	EVA	f2r	1	f2r-l1-r003	N:M	low	15	13	100	47.43600681849839	55.65622740277213	55.37069183693939	-8.22022058427374	-7.934685018441002	yes	yes	0
relation_N_to_M	EVA	f2r	2	f2r-l2-r003	N:M	low	7	5	100	21.239637567217926	21.239637567217926	21.252632659058055	0	-0.012995091840128481	no	no	0
relation_N_to_M	EVA	f2r	4	f2r-l4-r002	N:M	low	19	17	100	67.5761087121654	72.35915763787612	72.25831497825136	-4.78304892571073	-4.68220626608597	yes	yes	0
relation_N_to_M	EVA	f2r	5	f2r-l5-r001	N:M	low	9	7	100	28.294920002719117	29.87988250344027	29.716757897592462	-1.5849625007211543	-1.4218378948733452	yes	no	1
relation_N_to_M	EVA	f2r	5	f2r-l5-r002	N:M	low	15	13	100	45.93797995454852	55.51183749343696	55.186394417385216	-9.57385753888844	-9.248414462836699	yes	yes	0
relation_N_to_M	EVA	f2r	5	f2r-l5-r003	N:M	low	11	9	100	32.46905725544835	38.37573753032744	37.80620151497243	-5.906680274879093	-5.337144259524081	yes	no	1
relation_N_to_M	EVA	f2r	6	f2r-l6-r001	N:M	low	10	8	100	23.763409844004357	32.798926097222235	32.40411949941372	-9.035516253217878	-8.64070965540936	yes	yes	0
relation_N_to_M	EVA	f2r	6	f2r-l6-r002	N:M	low	7	5	100	19.94345488516712	21.239637567217926	21.094402529143217	-1.2961826820508051	-1.150947643976096	yes	no	8
relation_N_to_M	EVA	f2r	6	f2r-l6-r003	N:M	low	19	17	100	72.21476772854095	72.21476772854095	72.25808470134155	0	-0.04331697280059643	no	no	0
relation_N_to_M	EVA	f2r	7	f2r-l7-r001	N:M	low	14	12	100	44.4214220259518	51.1195200706582	51.060364966973175	-6.6980980447063985	-6.6389429410213765	yes	yes	0
relation_N_to_M	EVA	f2r	8	f2r-l8-r002	N:M	low	14	12	100	44.0013976740032	51.1195200706582	50.580053417461244	-7.1181223966549965	-6.578655743458043	yes	yes	0
relation_N_to_M	EVA	f2r	8	f2r-l8-r003	N:M	low	23	21	100	87.91029510026448	89.35086769165046	89.30150548831867	-1.4405725913859868	-1.3912103880541906	yes	no	3
relation_N_to_M	EVA	f2r	9	f2r-l9-r002	N:M	low	20	18	100	72.51449784677185	76.89586496999006	76.46341726626616	-4.381367123218212	-3.9489194194943167	yes	yes	0
relation_N_to_M	EVA	f2r	9	f2r-l9-r003	N:M	low	7	5	100	19.94345488516712	21.3840274765531	21.19406113301318	-1.4405725913859797	-1.2506062478460578	yes	no	4
relation_N_to_M	EVA	f2r	9	f2r-l9-r004	N:M	low	11	9	100	33.90962984683432	38.37573753032744	37.7148506875798	-4.466107683493121	-3.805220840745477	yes	yes	0
relation_N_to_M	EVA	f2r	10	f2r-l10-r001	N:M	low	16	14	100	51.44165848627498	59.8910095401588	59.6264590873207	-8.449351053883817	-8.184800601045715	yes	yes	0
relation_N_to_M	EVA	f2r	10	f2r-l10-r002	N:M	low	10	8	100	26.279422433323795	34.27219992621903	33.92122004054232	-7.992777492895236	-7.641797607218528	yes	yes	0
relation_N_to_M	EVA	f2r	10	f2r-l10-r003	N:M	low	14	12	100	48.51400933049966	51.1195200706582	50.96044345558208	-2.605510740158536	-2.446434125082419	yes	no	2
relation_N_to_M	EVA	f2r	11	f2r-l11-r001	N:M	low	9	7	100	28.294920002719117	29.735492594105096	29.645023834245876	-1.4405725913859797	-1.3501038315267593	yes	no	1
relation_N_to_M	EVA	f2r	11	f2r-l11-r002	N:M	low	12	10	100	40.162544212947665	42.7680549531062	42.37914096416535	-2.605510740158536	-2.2165967512176863	yes	no	7
relation_N_to_M	EVA	f2r	12	f2r-l12-r002	N:M	low	12	10	100	37.98500602739548	42.76148226507774	42.041571015823095	-4.77647623768226	-4.056564988427617	yes	no	2
relation_N_to_M	EVA	f2r	12	f2r-l12-r003	N:M	low	14	12	100	48.23837488788624	51.26390997999337	50.978286806348294	-3.025535092107134	-2.739911918462056	yes	no	0
relation_N_to_M	EVA	f2r	12	f2r-l12-r004	N:M	low	13	11	100	40.503581130782734	47.01598246654979	46.423413331907014	-6.512401335767052	-5.919832201124279	yes	no	0
relation_N_to_M	EVA	f2r	13	f2r-l13-r001	N:M	low	23	21	100	86.42841570927433	89.62650213426389	88.99500281695943	-3.1980864249895546	-2.566587107685095	yes	no	8
relation_N_to_M	EVA	f2v	1	f2v-l1-r002	N:M	low	24	22	100	87.80834341600287	93.8875750237644	93.58830221615757	-6.079231607761528	-5.779958800154702	yes	yes	0
relation_N_to_M	EVA	f2v	1	f2v-l1-r003	N:M	low	8	6	100	22.750809807224723	25.631954989996686	25.47459398511332	-2.881145182771963	-2.7237841778885965	yes	no	1
relation_N_to_M	EVA	f2v	2	f2v-l2-r001	N:M	low	11	9	100	37.22394475761181	38.66451734899779	38.345086847133125	-1.4405725913859797	-1.1211420895213138	yes	no	17
relation_N_to_M	EVA	f2v	2	f2v-l2-r002	N:M	low	20	18	100	70.8034879861716	77.0271095032683	76.70883580281165	-6.223621517096703	-5.905347816640045	yes	yes	0
relation_N_to_M	EVA	f2v	2	f2v-l2-r003	N:M	low	9	7	100	26.854347411333134	29.735492594105096	29.664481357690974	-2.881145182771963	-2.8101339463578405	yes	yes	0
relation_N_to_M	EVA	f2v	3	f2v-l3-r002	N:M	low	24	22	100	93.74318511442922	93.8875750237644	93.58724946570977	-0.1443899093351746	0.1559356487194492	yes	no	36
relation_N_to_M	EVA	f2v	3	f2v-l3-r003	N:M	low	11	9	100	25.842186957388478	38.520127439662616	38.02761166433772	-12.677940482274138	-12.185424706949242	yes	yes	0
relation_N_to_M	EVA	f2v	4	f2v-l4-r001	N:M	low	21	19	100	66.70445571282795	81.6764408428233	81.10832123858398	-14.971985129995346	-14.403865525756032	yes	yes	0
relation_N_to_M	EVA	f2v	5	f2v-l5-r002	N:M	low	16	14	100	52.55690204995064	59.75976500688054	59.283920278055284	-7.202862956929906	-6.727018228104647	yes	yes	0
relation_N_to_M	EVA	f2v	5	f2v-l5-r003	N:M	low	7	5	100	20.507869146450897	21.3840274765531	21.140377171674153	-0.8761583301022036	-0.632508025223256	yes	no	19
relation_N_to_M	EVA	f2v	5	f2v-l5-r004	N:M	low	9	7	100	26.99873732066831	29.735492594105096	29.580869876673287	-2.736755273436785	-2.582132556004975	yes	no	1
relation_N_to_M	EVA	f2v	6	f2v-l6-r001	N:M	low	19	17	100	72.64793745654647	72.35915763787612	72.28561857917416	0.2887798186703492	0.36231887737231716	no	no	95
relation_N_to_M	EVA	f2v	6	f2v-l6-r003	N:M	low	19	17	100	69.01668130355138	72.35915763787612	72.23058057452789	-3.3424763343247434	-3.213899270976512	yes	no	1
relation_N_to_M	EVA	f2v	7	f2v-l7-r001	N:M	low	13	11	100	35.85177673835027	47.01598246654979	46.67385034949586	-11.16420572819952	-10.82207361114559	yes	yes	0
relation_N_to_M	EVA	f2v	7	f2v-l7-r003	N:M	low	15	13	100	51.12385249145423	55.69312253312931	55.09385136058276	-4.569270041675082	-3.9699988691285313	yes	no	3
relation_N_to_M	EVA	f2v	8	f2v-l8-r001	N:M	low	22	20	100	66.6141619947353	86.78176152058393	86.11894732502013	-20.16759952584863	-19.504785330284832	yes	yes	0
